# elem xi1 xi2 x y psi_FEM psi_exact difference
1 0.200000000000 -1.000000000000 0.750000000000 0.000000000000 -0.089667756329 -0.089065618882 -0.000602137447
1 0.200000000000 -0.800000000000 0.750000000000 0.125000000000 -0.090411561012 -0.089470594166 -0.000940966845
1 0.200000000000 -0.600000000000 0.750000000000 0.250000000000 -0.091697858124 -0.090673299249 -0.001024558875
1 0.200000000000 -0.400000000000 0.750000000000 0.375000000000 -0.093526647665 -0.092638274925 -0.000888372741
1 0.200000000000 -0.200000000000 0.750000000000 0.500000000000 -0.095897929637 -0.095310191627 -0.000587738010
1 0.200000000000 -0.000000000000 0.750000000000 0.625000000000 -0.098811704038 -0.098618738551 -0.000192965487
1 0.200000000000 0.200000000000 0.750000000000 0.750000000000 -0.102267970869 -0.102484187983 0.000216217114
1 0.200000000000 0.400000000000 0.750000000000 0.875000000000 -0.106266730130 -0.106822818488 0.000556088357
1 0.200000000000 0.600000000000 0.750000000000 1.000000000000 -0.110807981821 -0.111551584039 0.000743602218
1 0.200000000000 0.800000000000 0.750000000000 1.125000000000 -0.115891725942 -0.116591692844 0.000699966902
1 0.200000000000 1.000000000000 0.750000000000 1.250000000000 -0.121517962492 -0.121871017334 0.000353054842
1 0.400000000000 -1.000000000000 0.875000000000 0.000000000000 -0.101045408461 -0.100046175417 -0.000999233043
1 0.400000000000 -0.800000000000 0.875000000000 0.125000000000 -0.101595742542 -0.100399069439 -0.001196673103
1 0.400000000000 -0.600000000000 0.875000000000 0.250000000000 -0.102643179450 -0.101448457897 -0.001194721552
1 0.400000000000 -0.400000000000 0.875000000000 0.375000000000 -0.104187719183 -0.103167260602 -0.001020458580
1 0.400000000000 -0.200000000000 0.875000000000 0.500000000000 -0.106229361742 -0.105512871681 -0.000716490061
1 0.400000000000 -0.000000000000 0.875000000000 0.625000000000 -0.108768107127 -0.108430498854 -0.000337608273
1 0.400000000000 0.200000000000 0.875000000000 0.750000000000 -0.111803955339 -0.111857064152 0.000053108813
1 0.400000000000 0.400000000000 0.875000000000 0.875000000000 -0.115336906376 -0.115725141941 0.000388235565
1 0.400000000000 0.600000000000 0.875000000000 1.000000000000 -0.119366960239 -0.119966508311 0.000599548073
1 0.400000000000 0.800000000000 0.875000000000 1.125000000000 -0.123894116928 -0.124515030362 0.000620913435
1 0.400000000000 1.000000000000 0.875000000000 1.250000000000 -0.128918376443 -0.129308783645 0.000390407202
1 0.600000000000 -1.000000000000 1.000000000000 0.000000000000 -0.111403925185 -0.110317800076 -0.001086125109
1 0.600000000000 -0.800000000000 1.000000000000 0.125000000000 -0.111834675403 -0.110628044023 -0.001206631380
1 0.600000000000 -0.600000000000 1.000000000000 0.250000000000 -0.112721002574 -0.111551584039 -0.001169418534
1 0.600000000000 -0.400000000000 1.000000000000 0.375000000000 -0.114062906697 -0.113067391233 -0.000995515464
1 0.600000000000 -0.200000000000 1.000000000000 0.500000000000 -0.115860387772 -0.115142154194 -0.000718233579
1 0.600000000000 -0.000000000000 1.000000000000 0.625000000000 -0.118113445801 -0.117732608036 -0.000380837765
